score_train,acc_test,prec_test,sens_test,spec_test,f1_scor,mserror,time,method
0.8263665594855305,0.7940074906367042,0.7835051546391752,0.6909090909090909,0.8662420382165605,0.7342995169082126,0.20599250936329588,0.05927586555480957,reg_log
